"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"301","sp|P01120|RAS2_YEAST","C2-C1",-0.0570407853110915,0.10865055882368,-0.524993022849133,8,0.613822050416686,0.999115460979145,NA,0,0
"307","sp|P01123|YPT1_YEAST","C2-C1",-0.202723106635352,0.13546245946902,-1.49652610346791,8,0.172886089203516,0.999115460979145,NA,0,0
"313","sp|P02309|H4_YEAST","C2-C1",0.00864682787538517,0.0692150982981179,0.124926903060113,8,0.903663600692803,0.999115460979145,NA,0,0
"319","sp|P02381|RMAR_YEAST","C2-C1",-0.144081985340879,0.191020300415383,-0.754275776069694,8,0.472299611457751,0.999115460979145,NA,0,0
"325","sp|P02400|RLA4_YEAST","C2-C1",0.0921381703356228,0.136732816896243,0.673855570499508,8,0.51939444535247,0.999115460979145,NA,0,0
"331","sp|P02406|RL28_YEAST","C2-C1",-0.103857305377315,0.0601680752421684,-1.72611978959446,8,0.122601913585624,0.999115460979145,NA,0,0
"337","sp|P02557|TBB_YEAST","C2-C1",0.0161548153858258,0.0256712606079298,0.629295757327773,8,0.546701437319371,0.999115460979145,NA,0,0
"343","sp|P02829|HSP82_YEAST","C2-C1",-0.0666117323176118,0.107035853730646,-0.622331022698611,8,0.551045546846304,0.999115460979145,NA,0,0
"349","sp|P02992|EFTU_YEAST","C2-C1",-0.0305015212052414,0.0447320078632078,-0.681872392102682,8,0.514572095634236,0.999115460979145,NA,0,0
"355","sp|P02994|EF1A_YEAST","C2-C1",0.0628417558159974,0.0521637966911339,1.20470057400324,8,0.26274556714865,0.999115460979145,NA,0,0
"361","sp|P03871|REP1_YEAST","C2-C1",-0.0953982859052959,0.105068188757037,-0.907965455899289,8,0.390427401806861,0.999115460979145,NA,0,0
"367","sp|P03872|REP2_YEAST","C2-C1",-0.00788163514131079,0.0981650060059264,-0.0802896618865888,8,0.93797908866423,0.999115460979145,NA,0,0
"373","sp|P03874|CBP2_YEAST","C2-C1",0.0746175873144829,0.127668306099168,0.584464457893902,8,0.575015407083384,0.999115460979145,NA,0,0
"379","sp|P03965|CARB_YEAST","C2-C1",0.0201643284303273,0.0392102791205823,0.514261282566148,8,0.620970288220771,0.999115460979145,NA,0,0
"385","sp|P04037|COX4_YEAST","C2-C1",-0.0261334173572381,0.114078599133721,-0.229082558478869,8,0.824552651424034,0.999115460979145,NA,0,0
"391","sp|P04046|PUR1_YEAST","C2-C1",0.0542589254823241,0.0594198151222153,0.913145309703905,8,0.38785701129483,0.999115460979145,NA,0,0
"397","sp|P04050|RPB1_YEAST","C2-C1",0.000842017481534352,0.0512111911021913,0.0164420600929613,8,0.98728438745736,0.999115460979145,NA,0,0
"403","sp|P04051|RPC1_YEAST","C2-C1",-0.063140412355771,0.0467051283504463,-1.3518946331119,8,0.213385497562589,0.999115460979145,NA,0,0
"409","sp|P04076|ARLY_YEAST","C2-C1",-0.0337668386489566,0.062193711381765,-0.542930111401213,8,0.601972207104206,0.999115460979145,NA,0,0
"415","sp|P04147|PABP_YEAST","C2-C1",-0.0653127382591645,0.0622226083745469,-1.04966249351067,8,0.324545470258109,0.999115460979145,NA,0,0
"421","sp|P04161|PUR3_YEAST","C2-C1",-0.0848173749060012,0.157740342061158,-0.537702491307623,8,0.605413000677427,0.999115460979145,NA,0,0
"427","sp|P04456|RL25_YEAST","C2-C1",-0.0253591524928181,0.0770543669082474,-0.329107272051363,8,0.750525100409548,0.999115460979145,NA,0,0
"433","sp|P04650|RL39_YEAST","C2-C1",0.180688600057232,0.109560577730532,1.64921182235495,8,0.137714350599848,0.999115460979145,NA,0,0
"439","sp|P04710|ADT1_YEAST","C2-C1",-0.0970728707752987,0.0395149201882054,-2.45661310494747,8,0.0395269704646792,0.999115460979145,NA,0,0
"445","sp|P04786|TOP1_YEAST","C2-C1",-0.155305837358409,0.075700581042469,-2.05158051919417,8,0.0743255435011489,0.999115460979145,NA,0,0
"451","sp|P04801|SYTC_YEAST","C2-C1",0.0017821342875789,0.0513271704267198,0.0347210702004948,8,0.973152860714094,0.999115460979145,NA,0.00303030303030305,0
"457","sp|P04802|SYDC_YEAST","C2-C1",-0.0290265431219905,0.0329921573200641,-0.879801306728678,8,0.404619564836899,0.999115460979145,NA,0,0
"463","sp|P04803|SYWM_YEAST","C2-C1",-0.0967667946715317,0.880901564398855,-0.109849725079745,8,0.915234181620473,0.999115460979145,NA,0,0
"469","sp|P04806|HXKA_YEAST","C2-C1",0.00595496155516674,0.0992220911202411,0.0600164891500855,8,0.953614689987405,0.999115460979145,NA,0,0
"475","sp|P04807|HXKB_YEAST","C2-C1",0.0590929407185524,0.0482018964716769,1.22594638477088,8,0.255079623974222,0.999115460979145,NA,0,0
"481","sp|P04819|DNLI1_YEAST","C2-C1",0.151012739891418,0.0543913530150392,2.77641079915153,8,0.0240574430841347,0.999115460979145,NA,0,0
"487","sp|P04821|CDC25_YEAST","C2-C1",0.034714800431343,0.102846536147477,0.337539811565104,8,0.744395880880473,0.999115460979145,NA,0,0
"493","sp|P04840|VDAC1_YEAST","C2-C1",-0.00163147247961128,0.0617270856130662,-0.0264304148398987,8,0.979561445948526,0.999115460979145,NA,0,0
"499","sp|P05030|PMA1_YEAST","C2-C1",-0.00596123944137913,0.146959810362489,-0.0405637393425808,8,0.968637758863898,0.999115460979145,NA,0,0
"505","sp|P05066|PHR_YEAST","C2-C1",3.50875876567436,0.697879936011342,5.02773985125334,8,0.00101702282726723,0.342058677570879,NA,0,0
"511","sp|P05317|RLA0_YEAST","C2-C1",-0.00101328774029475,0.0486103523317061,-0.0208451017466466,8,0.98387975246639,0.999115460979145,NA,0,0
"517","sp|P05319|RLA2_YEAST","C2-C1",0.0411607910773402,0.140372250511117,0.293225982539051,8,0.776811872211711,0.999115460979145,NA,0,0
"523","sp|P05373|HEM2_YEAST","C2-C1",-0.0101169408134333,0.0496103815493656,-0.203927897699522,8,0.843501898542584,0.999115460979145,NA,0,0
"529","sp|P05374|CHO2_YEAST","C2-C1",0.00173501236033017,0.0516864868704501,0.0335680071404138,8,0.97404405278726,0.999115460979145,NA,0,0
"535","sp|P05375|PEM2_YEAST","C2-C1",-0.156391792169909,0.24806894737732,-0.630436795186751,8,0.545991676782927,0.999115460979145,NA,0,0
"541","sp|P05453|ERF3_YEAST","C2-C1",-0.0137167074340719,0.0473302206112519,-0.289808651997092,8,0.779332095079341,0.999115460979145,NA,0,0
"547","sp|P05626|ATPF_YEAST","C2-C1",0.0682720830998673,0.07691789179115,0.887596910290285,8,0.400654715191155,0.999115460979145,NA,0,0
"553","sp|P05694|METE_YEAST","C2-C1",0.0183513281757821,0.043225244265368,0.424551173455952,8,0.682351072422157,0.999115460979145,NA,0,0
"559","sp|P05738|RL9A_YEAST","C2-C1",-0.0145487946749086,0.165399849374669,-0.0879613538338371,8,0.932069395493135,0.999115460979145,NA,0,0
"565","sp|P05739|RL6B_YEAST","C2-C1",0.0318153180079895,0.0706783996098259,0.450142026186547,8,0.664555907541993,0.999115460979145,NA,0,0
"571","sp|P05745|RL36A_YEAST","C2-C1",-0.38861152772108,0.299917738889891,-1.29572705222265,8,0.231202241276568,0.999115460979145,NA,0,0
"577","sp|P05748|RL15A_YEAST","C2-C1",-0.0367640297242478,0.149899289064887,-0.245258199379009,8,0.812430869442075,0.999115460979145,NA,0,0
"583","sp|P05749|RL22A_YEAST","C2-C1",0.245061868343206,0.269213570473171,0.910287946898382,8,0.389273387555462,0.999115460979145,NA,0,0
"589","sp|P05750|RS3_YEAST","C2-C1",-0.0165310908832302,0.0346321291751682,-0.477333946163589,8,0.645892505936888,0.999115460979145,NA,0,0
"595","sp|P05756|RS13_YEAST","C2-C1",-0.0826175809417413,0.0737647804756421,-1.12001392004444,8,0.295203415878211,0.999115460979145,NA,0,0
"601","sp|P05759|RS27A_YEAST","C2-C1",0.136758773033681,0.0767151865996357,1.78268187950064,8,0.112489199244009,0.999115460979145,NA,0,0
"607","sp|P05986|KAPC_YEAST","C2-C1",-0.00292308399797487,0.087842925426967,-0.0332762596847385,8,0.974269547976299,0.999115460979145,NA,0,0
"613","sp|P06100|NOT2_YEAST","C2-C1",-0.0916377680768735,0.144057119863538,-0.636121062004292,8,0.542464047661972,0.999115460979145,NA,0,0
"619","sp|P06101|CDC37_YEAST","C2-C1",0.0247923377772757,0.0514095138339431,0.48225193992997,8,0.642544789994404,0.999115460979145,NA,0,0
"625","sp|P06102|NOT3_YEAST","C2-C1",-0.052581380592452,0.136888752728494,-0.384117610427369,8,0.710899624441621,0.999115460979145,NA,0,0
"631","sp|P06103|EIF3B_YEAST","C2-C1",0.0360281670505006,0.0836505813098579,0.430698346459128,8,0.678056606774024,0.999115460979145,NA,0,0
"637","sp|P06105|SC160_YEAST","C2-C1",0.00556084174637591,0.0283284811397121,0.196298619715989,8,0.849271251379171,0.999115460979145,NA,0,0
"643","sp|P06168|ILV5_YEAST","C2-C1",0.0382981589383846,0.0411066983538628,0.931676842754407,8,0.378762297594681,0.999115460979145,NA,0,0
"649","sp|P06169|PDC1_YEAST","C2-C1",0.0374268264940032,0.0477152824627137,0.7843781816287,8,0.45541419494545,0.999115460979145,NA,0,0
"655","sp|P06174|HEM4_YEAST","C2-C1",-0.0127518348580156,0.0696200394864252,-0.183163281033502,8,0.859226836981434,0.999115460979145,NA,0,0
"661","sp|P06197|PIS_YEAST","C2-C1",-0.0577671186605494,0.0963709190887755,-0.599424797509041,8,0.565475048052229,0.999115460979145,NA,0,0
"667","sp|P06208|LEU1_YEAST","C2-C1",-0.0459679149065561,0.0770975929989265,-0.596230220925265,8,0.567504605690222,0.999115460979145,NA,0,0
"673","sp|P06242|KIN28_YEAST","C2-C1",-0.0592645065769437,0.207960459645161,-0.284979686417628,8,0.782898108089118,0.999115460979145,NA,0,0
"679","sp|P06244|KAPA_YEAST","C2-C1",0.314649908786846,0.270947664293441,1.16129404402643,8,0.278997915431503,0.999115460979145,NA,0,0
"685","sp|P06245|KAPB_YEAST","C2-C1",0.0575930358075044,0.133267187566935,0.432162161286534,8,0.677035808893734,0.999115460979145,NA,0,0
"691","sp|P06633|HIS7_YEAST","C2-C1",0.00629957632678056,0.0744799515778158,0.0845808327385771,8,0.934672964849995,0.999115460979145,NA,0,0
"697","sp|P06634|DED1_YEAST","C2-C1",0.0224343922725926,0.0722219998369441,0.310631003340295,8,0.76402016630812,0.999115460979145,NA,0,0
"703","sp|P06701|SIR3_YEAST","C2-C1",0.253847141339096,0.40313144444263,0.629688268773143,8,0.546457221476385,0.999115460979145,NA,0,0
"709","sp|P06704|CDC31_YEAST","C2-C1",-0.118008226476087,0.174036183729506,-0.678067192392014,8,0.516857556911992,0.999115460979145,NA,0,0
"715","sp|P06738|PHSG_YEAST","C2-C1",0.090657312473254,0.0475035120110348,1.90843389541798,8,0.0927548005540968,0.999115460979145,NA,0,0
"721","sp|P06773|DCTD_YEAST","C2-C1",0.263584222312675,0.763597699345719,0.345187292390383,8,0.73885397878599,0.999115460979145,NA,0,0
"727","sp|P06775|HIP1_YEAST","C2-C1",-0.0775765526508086,0.274340038009082,-0.282775176433563,8,0.78452788079917,0.999115460979145,NA,0,0
"733","sp|P06776|PDE2_YEAST","C2-C1",-0.250911119735836,0.308774628602867,-0.812602773975148,8,0.439955711078646,0.999115460979145,NA,0,0
"739","sp|P06779|RAD7_YEAST","C2-C1",1.11779615775228,1.42028796971784,0.787020788449226,8,0.453951463135888,0.999115460979145,NA,0,0
"745","sp|P06780|RHO1_YEAST","C2-C1",-0.000552140307416941,0.156609501171157,-0.00352558627214777,8,0.997273324835223,0.999115460979145,NA,0,0
"751","sp|P06781|RHO2_YEAST","C2-C1",0.155438309480118,0.129101789872548,1.203998098195,8,0.263002252848545,0.999115460979145,NA,0,0
"757","sp|P06782|SNF1_YEAST","C2-C1",0.115842256535628,0.0629289423651389,1.84084226083866,8,0.102912369128425,0.999115460979145,NA,0,0
"763","sp|P06785|TYSY_YEAST","C2-C1",0.0315468017263702,0.130943463157703,0.240919256033242,8,0.815677284895149,0.999115460979145,NA,0,0
"769","sp|P06786|TOP2_YEAST","C2-C1",-0.00240826325819495,0.0503813798831435,-0.0478006609541217,8,0.963046893162955,0.999115460979145,NA,0,0
"775","sp|P06787|CALM_YEAST","C2-C1",-0.0402993325871506,0.0515007673949321,-0.782499652444329,8,0.456455923905887,0.999115460979145,NA,0,0
"781","sp|P06839|RAD3_YEAST","C2-C1",0.136530340029146,0.233137519781541,0.58562148279299,8,0.574274318068197,0.999115460979145,NA,0,0
"787","sp|P06844|SPT3_YEAST","C2-C1",-0.166477672945641,0.341669484781464,-0.487247706806833,8,0.639153009031095,0.999115460979145,NA,0,0
"793","sp|P07143|CY1_YEAST","C2-C1",-0.0523248430563979,0.113348754800135,-0.461626977276116,8,0.656641698410307,0.999115460979145,NA,0,0
"799","sp|P07149|FAS1_YEAST","C2-C1",0.0159031083241335,0.0173487074154242,0.916673959812971,8,0.386113071132437,0.999115460979145,NA,0,0
"805","sp|P07170|KAD2_YEAST","C2-C1",0.0316577274213007,0.0489500730762516,0.646735039026114,8,0.535913601216932,0.999115460979145,NA,0,0
"811","sp|P07172|HIS8_YEAST","C2-C1",0.0740307939913697,0.12143016953226,0.609657338670701,8,0.559002371334972,0.999115460979145,NA,0,0
"817","sp|P07213|TOM70_YEAST","C2-C1",0.00890853393824697,0.0343695495789886,0.25919844884127,8,0.802027118610013,0.999115460979145,NA,0,0
"823","sp|P07244|PUR2_YEAST","C2-C1",-0.00195744338153288,0.0406831530174618,-0.0481143479880412,8,0.962804601837803,0.999115460979145,NA,0,0
"829","sp|P07245|C1TC_YEAST","C2-C1",-0.0353665581525583,0.0298644494587122,-1.18423606641243,8,0.270308395069799,0.999115460979145,NA,0,0
"835","sp|P07246|ADH3_YEAST","C2-C1",0.0415824863930448,0.058556001282485,0.710131933231629,8,0.497796887181221,0.999115460979145,NA,0,0
"841","sp|P07251|ATPA_YEAST","C2-C1",0.0254295674839968,0.065389535710253,0.388893531782785,8,0.707501003891987,0.999115460979145,NA,0,0
"847","sp|P07253|CBP6_YEAST","C2-C1",0.1278159203804,0.244302437571574,0.523187249586709,8,0.615021806617834,0.999115460979145,NA,0,0
"853","sp|P07256|QCR1_YEAST","C2-C1",-0.0924377974874029,0.045356375846863,-2.03803314884552,8,0.0759051862507625,0.999115460979145,NA,0,0
"859","sp|P07257|QCR2_YEAST","C2-C1",0.00724588777886628,0.0548663136909906,0.132064417880804,8,0.898194452130164,0.999115460979145,NA,0,0
"865","sp|P07258|CARA_YEAST","C2-C1",-0.0277736918007764,0.189065831535168,-0.146899582940295,8,0.886845803752867,0.999115460979145,NA,0,0
"871","sp|P07259|PYR1_YEAST","C2-C1",-0.00231952224321069,0.045966979483013,-0.0504606191074152,8,0.96099247831898,0.999115460979145,NA,0,0
"877","sp|P07260|IF4E_YEAST","C2-C1",-0.0545779249666105,0.116250531776531,-0.469485378970361,8,0.651252889226914,0.999115460979145,NA,0,0
"883","sp|P07262|DHE4_YEAST","C2-C1",0.0453971330427583,0.0657751681011149,0.690186499758848,8,0.509600440955848,0.999115460979145,NA,0,0
"889","sp|P07263|SYH_YEAST","C2-C1",-0.012105703579004,0.040300124200794,-0.300388741203072,8,0.771538609397923,0.999115460979145,NA,0.0333333333333333,0
"895","sp|P07264|LEUC_YEAST","C2-C1",-0.00642315776418462,0.0199632127411474,-0.321749702689159,8,0.755888435894911,0.999115460979145,NA,0,0
"901","sp|P07266|MRS1_YEAST","C2-C1",-0.312564384844751,0.261680564920438,-1.19445013021805,8,0.266511641557537,0.999115460979145,NA,0,0
"907","sp|P07267|CARP_YEAST","C2-C1",0.0783764842276833,0.0439426457320626,1.78360867721937,8,0.112330207870362,0.999115460979145,NA,0,0
"913","sp|P07269|PHO2_YEAST","C2-C1",-0.0864005621568083,0.70709068905195,-0.122191627601054,8,0.905760984851919,0.999115460979145,NA,0,0
"919","sp|P07270|PHO4_YEAST","C2-C1",-0.125791110537104,0.265120077820774,-0.474468443020529,8,0.647847048422445,0.999115460979145,NA,0,0
"925","sp|P07271|PIF1_YEAST","C2-C1",0.200040650919085,0.340240621267204,0.587938765730107,8,0.572791698027875,0.999115460979145,NA,0,0
"931","sp|P07273|TFS2_YEAST","C2-C1",-0.0904925695286024,0.131816993115334,-0.686501545740959,8,0.511800245044133,0.999115460979145,NA,0,0
"937","sp|P07274|PROF_YEAST","C2-C1",0.00232029362416869,0.257707977565849,0.00900357701800603,8,0.993036757002145,0.999115460979145,NA,0,0
"943","sp|P07275|PUT2_YEAST","C2-C1",-0.0447360354808323,0.0470001418511906,-0.951827669424343,8,0.369052149001873,0.999115460979145,NA,0,0
"949","sp|P07276|RAD2_YEAST","C2-C1",-0.145949616365297,0.656826946010268,-0.222204063417057,8,0.829722728119942,0.999115460979145,NA,0,0
"955","sp|P07277|KIME_YEAST","C2-C1",0.0188577471256167,0.0353312294444893,0.53374160543281,8,0.608027042720064,0.999115460979145,NA,0,0
"961","sp|P07278|KAPR_YEAST","C2-C1",0.064783857279566,0.0910568293043704,0.711466210436745,8,0.49701351966066,0.999115460979145,NA,0,0
"967","sp|P07283|PMM_YEAST","C2-C1",-0.017902819203761,0.0606295794008423,-0.295281929722776,8,0.775296997930786,0.999115460979145,NA,0,0
"973","sp|P07284|SYSC_YEAST","C2-C1",0.00390355534367287,0.0481713186472799,0.0810348450756659,8,0.93740487000677,0.999115460979145,NA,0,0
"979","sp|P07285|TRPD_YEAST","C2-C1",0.0351677298868428,0.0607773388579819,0.578632275575919,8,0.578759216212231,0.999115460979145,NA,0,0
"985","sp|P07342|ILVB_YEAST","C2-C1",0.0198892764241906,0.0402050547602145,0.494695916789855,8,0.63411293495152,0.999115460979145,NA,0,0
"991","sp|P07347|ARD1_YEAST","C2-C1",0.0443574875877605,0.101481075324566,0.437101079643594,8,0.673596878927985,0.999115460979145,NA,0,0
"997","sp|P07560|SEC4_YEAST","C2-C1",0.0653853602176087,0.045562915039808,1.43505656212913,8,0.189187742926174,0.999115460979145,NA,0,0
"1003","sp|P07702|LYS2_YEAST","C2-C1",0.0367496530320559,0.0597377288010604,0.615183298220798,8,0.555524847990974,0.999115460979145,NA,0,0
"1009","sp|P07703|RPAC1_YEAST","C2-C1",-0.0510726207088382,0.047518603048624,-1.07479213260073,8,0.313812053551039,0.999115460979145,NA,0,0
"1015","sp|P07806|SYV_YEAST","C2-C1",0.0651688636309115,0.0503143397616132,1.29523439917285,8,0.23136395963516,0.999115460979145,NA,0,0
"1021","sp|P07807|DYR_YEAST","C2-C1",-0.101789272477508,0.100744389226687,-1.01037162723246,8,0.34189664980423,0.999115460979145,NA,0,0
"1027","sp|P07834|CDC4_YEAST","C2-C1",-2.9798870513947,1.28223810451632,-2.3239732471675,8,0.0486169431635266,0.999115460979145,NA,0,0
"1033","sp|P07884|MOD5_YEAST","C2-C1",0.646453665605971,0.999096840095537,0.647038044424357,8,0.535727302043821,0.999115460979145,NA,0,0
"1039","sp|P07991|OAT_YEAST","C2-C1",-0.0422984156742699,0.0313508336957868,-1.34919588055339,8,0.214213781201876,0.999115460979145,NA,0,0
"1045","sp|P08004|CHS1_YEAST","C2-C1",0.12019993269097,0.121526387480321,0.989085047150225,8,0.351589296809388,0.999115460979145,NA,0,0
"1051","sp|P08018|PBS2_YEAST","C2-C1",0.0286182442352399,0.255260720187903,0.112113780037028,8,0.913495246700285,0.999115460979145,NA,0,0
"1057","sp|P08067|UCRI_YEAST","C2-C1",0.00453436771074325,0.060646769604307,0.0747668464508162,8,0.942236005771229,0.999115460979145,NA,0,0
"1063","sp|P08417|FUMH_YEAST","C2-C1",-0.0339793742046643,0.051510897252509,-0.659654092960091,8,0.528005231898828,0.999115460979145,NA,0,0
"1069","sp|P08425|SYFM_YEAST","C2-C1",0.41831743644409,0.60446654222344,0.692043987919283,8,0.50849382581743,0.999115460979145,NA,0,0
